1857,Brandon Smith,25.0,ortizjoseph@moore.com,Computer Science,3.41,2025.0
1742,Kristen Orozco,20.0,vbonilla@ho.com,Biology,2.86,2030.0
4406,Joanna Logan,21.0,yflores@brooks.info,Physics,3.86,2030.0
2800,Mark Harper,19.0,mikayla15@chavez.com,Computer Science,2.99,2029.0
1666,Jaime Hanson,20.0,whitechristine@gonzalez.info,Computer Science,3.23,2027.0
1328,Johnathan Morris,21.0,cassiemcdonald@gmail.com,Biology,2.51,2030.0
7728,Jeffrey Sosa,24.0,nhardin@thomas.com,Computer Science,2.38,2025.0
6489,Mitchell Sharp,24.0,blackbrandi@gmail.com,Chemistry,3.25,2027.0
9047,Jose Peters,23.0,zrowe@morales.net,Chemistry,2.14,2025.0
5788,Jeffrey Torres,18.0,yvonnemiller@robinson.com,Biology,3.75,2025.0
8426,Noah Lee,25.0,olucas@cline-robinson.com,Physics,2.2,2027.0
8366,Jeremy Graham,20.0,dcontreras@hotmail.com,Biology,2.77,2030.0
2963,Mary Harrison,21.0,tylerbaldwin@yahoo.com,Biology,2.99,2027.0
3669,Meghan Roy,23.0,ystevens@yahoo.com,Computer Science,2.48,2025.0
4925,Kevin Moore,20.0,michaelarroyo@guerrero.com,Computer Science,3.63,2027.0
6915,Pedro Roth,23.0,knightkelly@miller-wong.org,Chemistry,3.03,2030.0
4538,Holly Donaldson,23.0,katherine18@hammond.info,Physics,3.65,2025.0
1663,Patricia Boyer,18.0,fcabrera@haynes-clark.com,Physics,3.32,2030.0
1708,Alexander Mccarty,22.0,sandra21@burnett-gutierrez.com,Biology,3.37,2027.0
9707,Michael Baldwin DDS,25.0,joshuagibbs@ross.biz,Computer Science,2.41,2026.0
4188,Anna Harper,23.0,marcpatel@gmail.com,Computer Science,3.8,2027.0
5902,Steve Green,24.0,gabrielbrown@hotmail.com,Chemistry,2.9,2025.0
7107,Edwin Boyd,18.0,aaron93@yahoo.com,Physics,3.44,2025.0
8040,Emily Chambers,20.0,bridgessavannah@yahoo.com,Physics,2.51,2029.0
4140,Hunter Martinez,21.0,sandy22@rollins.com,Physics,2.02,2028.0
3797,Victor Moss,21.0,morgan52@taylor.com,Physics,3.37,2029.0
7752,Kelly Lucas,18.0,schwartztina@yahoo.com,Physics,3.72,2026.0
8473,Reginald Richardson,21.0,bakerjeremy@young-jones.info,Computer Science,2.04,2024.0
1613,Patrick Sanchez,22.0,smithamanda@johnson.org,Chemistry,2.08,2026.0
8298,Michelle Chen DDS,24.0,rebeccapreston@young.info,Computer Science,2.5,2027.0
6502,Richard Sherman,22.0,alexandra82@yahoo.com,Physics,2.9,2030.0
7506,Robert Williams,18.0,salvarado@yahoo.com,Chemistry,3.18,2024.0
4633,Samuel Alexander,24.0,iherring@solis.com,Computer Science,3.77,2024.0
9239,Anthony Graham,21.0,anamartin@hotmail.com,Mathematics,2.02,2026.0
9872,Dr. Lynn Hoffman,25.0,jonathangarner@yahoo.com,Mathematics,3.26,2027.0
6585,Miss April Howard,21.0,brusso@hotmail.com,Mathematics,2.3,2024.0
1594,Tyler Rodriguez,23.0,cruzjohn@hotmail.com,Physics,3.86,2028.0
7265,Kevin Bowman,25.0,brownronald@clay.com,Chemistry,3.98,2030.0
9985,Christopher Henry,19.0,steelejohn@nguyen.com,Chemistry,3.07,2030.0
9204,Joshua Richardson,22.0,stephenanderson@gmail.com,Chemistry,2.14,2024.0
1959,Amy Washington,21.0,stephen13@miller.com,Biology,3.85,2030.0
4036,Amanda Cook,18.0,hannahdillon@giles.com,Computer Science,3.19,2028.0
3694,Scott Montes,24.0,vanessameyers@hotmail.com,Chemistry,2.03,2026.0
7829,Sean Thomas,21.0,april31@gmail.com,Physics,3.64,2029.0
8694,Amanda Roberts,19.0,michael36@yahoo.com,Biology,2.55,2029.0
9382,Joanna Rose,22.0,timothyfuentes@gmail.com,Physics,2.71,2025.0
1113,Willie Russell,18.0,susan10@yahoo.com,Computer Science,2.51,2028.0
7637,Peter Day,19.0,smaynard@cole.com,Mathematics,3.99,2029.0
6344,Matthew Sherman,21.0,woodmonica@gmail.com,Physics,3.47,2024.0
5468,Stephanie Moore DDS,19.0,cynthia58@yahoo.com,Physics,3.78,2025.0
2698,Brandon Fletcher,18.0,juliepeterson@pearson-shepherd.net,Computer Science,3.71,2030.0
7871,Ryan Thomas,20.0,whitakerjoseph@yahoo.com,Chemistry,2.59,2027.0
8556,Mrs. Amber Luna DVM,19.0,zgray@salazar.net,Chemistry,2.62,2029.0
5031,Crystal Fry,20.0,xstewart@huff.org,Computer Science,3.0,2025.0
2575,William Le,20.0,morr@gmail.com,Physics,2.78,2029.0
2322,Antonio Carter,20.0,jameslisa@morrison.com,Biology,2.45,2026.0
9056,Beth Abbott,24.0,jhill@bell.com,Computer Science,2.58,2025.0
6326,Christine Howard,21.0,brianna99@hotmail.com,Chemistry,2.98,2029.0
8790,Chelsea Arellano,23.0,gregory11@russell-morris.com,Physics,3.14,2028.0
3873,Stacy Rodriguez,22.0,tranjulia@romero.biz,Computer Science,3.59,2026.0
3176,Shannon Green,22.0,ogordon@guerrero-holt.com,Chemistry,2.22,2030.0
9203,Donna Reed,19.0,dennisconner@sellers.com,Physics,3.12,2027.0
9676,Michelle Wang,24.0,mikecollins@gmail.com,Computer Science,3.44,2028.0
2142,Thomas Barker,25.0,mmelendez@lewis.com,Chemistry,2.54,2028.0
4138,Kimberly Cline,23.0,davismatthew@gmail.com,Biology,2.1,2029.0
8314,Clinton Weber,25.0,bhiggins@jenkins-stevenson.com,Biology,3.98,2027.0
9826,Lindsay Murphy,19.0,tammyjones@clayton.info,Computer Science,3.71,2026.0
5149,Mallory May,25.0,morrisonlucas@gmail.com,Biology,2.98,2029.0
9098,Larry Torres,25.0,rachel70@hotmail.com,Physics,2.01,2030.0
2991,Tina Mccormick,25.0,zthompson@lee.com,Physics,2.09,2027.0
6780,Brian Sampson,22.0,jamesgeorge@yahoo.com,Physics,3.11,2025.0
1363,Christine Park,19.0,goodwinerica@brown.com,Computer Science,2.0,2027.0
6589,Vicki Lewis,22.0,bperry@hotmail.com,Computer Science,3.9,2028.0
9377,Matthew Black,24.0,lewisbetty@hotmail.com,Mathematics,2.63,2029.0
2982,Felicia Lee,18.0,torresjacqueline@chambers-woodard.net,Biology,2.61,2028.0
7186,James Black,22.0,sgarza@nunez.net,Physics,2.04,2026.0
4265,James Mitchell,21.0,gracejohnson@yahoo.com,Mathematics,3.27,2026.0
9696,Alexander Mcconnell,24.0,corysmith@anderson-anderson.com,Chemistry,3.27,2029.0
8291,Danielle Clark,24.0,crystal02@schmidt.com,Mathematics,3.41,2029.0
5094,Robert Foster,24.0,teresamoreno@rubio-sanchez.com,Computer Science,2.08,2030.0
7933,Gary Clark,23.0,alyssawagner@gmail.com,Physics,3.96,2026.0
2962,Cynthia Martin,24.0,caitlynmoody@adams.com,Physics,3.42,2026.0
7780,Brianna Cunningham,21.0,alexanderfernando@gmail.com,Mathematics,2.51,2030.0
8082,Dr. Jesus Johnson,21.0,xharris@hotmail.com,Chemistry,2.14,2026.0
7240,Jessica Jarvis,22.0,nhurst@hester.info,Biology,2.34,2029.0
3033,Theresa Hensley,21.0,evance@moore.org,Mathematics,2.92,2030.0
2538,James Mckee,23.0,andersonmichelle@yahoo.com,Physics,2.24,2025.0
3406,Jonathan Blanchard,25.0,jonathanfoster@sanchez.com,Computer Science,2.06,2026.0
5615,Melissa Estrada,18.0,bowmanmatthew@martin-duran.org,Biology,2.17,2029.0
3994,John Gallagher,23.0,elliottsheryl@wilcox.net,Chemistry,2.57,2026.0
3274,Catherine Velasquez,22.0,fsutton@gmail.com,Physics,2.71,2025.0
3609,Joyce Thomas,19.0,zanderson@barrera.net,Chemistry,2.22,2030.0
9179,Theresa Hughes,21.0,mstanley@yahoo.com,Mathematics,3.23,2025.0
4463,Steven Golden,19.0,nvasquez@yahoo.com,Computer Science,3.9,2025.0
6178,Miss April Smith,20.0,logansanchez@manning.com,Mathematics,3.15,2028.0
8774,Andrew Roach,23.0,vbecker@harvey.com,Chemistry,3.75,2027.0
9179,Theresa Hughes,21.0,mstanley@yahoo.com,Mathematics,3.23,2025.0
3406,Jonathan Blanchard,25.0,jonathanfoster@sanchez.com,Computer Science,2.06,2026.0
6342,Gary Clark,23.593176405396388,alyssawagner@gmail.com,Computer Science,2.642121920038079,2028.0484738372447
1800,Matthew Black,22.854425204456266,amanda13@smith.org,Physics,3.697758738119015,2024.5771923882023
9231,Taylor Krueger II,21.820124994436853,elliottsheryl@wilcox.net,Computer Science,2.0127341638549634,2028.2009095123142
5644,Autumn Nguyen,22.95822734756264,cassiemcdonald@gmail.com,Chemistry,2.7288356627900625,2027.6157048119578
5378,Richard Sherman,24.46546224003496,hleon@smith.net,Chemistry,3.060807860460815,2027.5967837109447
8742,Ashley Garcia,22.614092702342646,gregory11@russell-morris.com,Chemistry,3.931112678288716,2024.4793080994411
4629,Stacy Jones,20.158181814046067,qcantu@woods.info,Computer Science,2.274600019477996,2029.7974490836207
9654,Alexander Simmons,23.67456308844242,meganlewis@butler-bright.com,Physics,3.6148306926473266,2027.058349828501
3865,Brittany Hamilton,22.940614307949986,zmclean@boyd.net,Mathematics,2.3340581381732757,2028.1762930569244
8895,Sean Davis,19.108768982508067,amy78@jackson.com,Mathematics,2.1907109099676476,2027.3434029783593
9767,James Mckee,22.86839125605865,oliviawalls@hotmail.com,Chemistry,2.105314651826819,2027.4121176818269
2392,Andrea Castro,20.555892261166505,kimberly88@herring.info,Chemistry,2.4941245405682637,2029.9312653087495
1141,Thomas Barker,22.3364627528245,hayesdiane@gmail.com,Computer Science,3.3074842442898147,2029.7746111928682
4753,Stacy Rodriguez,24.775986292042234,elizabeth41@hill-johnson.com,Computer Science,3.0557031953136096,2028.621637174652
6067,Michelle Wang,21.020883981146675,lewisbetty@hotmail.com,Computer Science,2.9122452139360018,2024.5827634026418
7977,Brandon Garcia,19.621341888777327,jacksonhannah@miles.com,Computer Science,3.3863062381109463,2029.732431010504
2717,Diane Williams,18.972799455431364,juliepeterson@pearson-shepherd.net,Chemistry,2.0236586801180345,2028.5678269940204
2492,Pedro Roth,21.230029538302194,jamesgeorge@yahoo.com,Physics,3.8986938746837025,2026.6652312830947
2715,Clinton Weber,24.716921460740863,jacksonjulie@estrada.org,Biology,2.118030376861097,2024.0513152225424
9314,Teresa Lucas,22.315405504681433,goodwinerica@brown.com,Physics,2.8180851356936834,2028.1816237102291
8779,Rachel Mahoney MD,22.637073548841293,millerkevin@white.com,Mathematics,2.319280019097021,2028.5253384852513
3034,Robert Williams,24.33431144831244,sandra21@burnett-gutierrez.com,Mathematics,2.545327323509502,2024.3243749403944
1479,Kevin Bowman,21.601443343501273,theresarosales@gmail.com,Chemistry,3.025575974534416,2026.7841216748054
8025,Stacy Rodriguez,24.485371739152455,gabrielbrown@hotmail.com,Mathematics,2.3074503750574613,2025.8096267985964
3444,Andrew Roach,24.73134196455694,salinaschristine@gmail.com,Chemistry,2.03336088047891,2026.0071993606832
8070,Catherine Velasquez,20.989164621841475,nicholasmejia@hotmail.com,Chemistry,3.9488241418224472,2027.2324737425158
7127,Christopher Henry,20.98991570135463,rhall@gmail.com,Computer Science,2.5828074072331138,2024.246942292509
2634,Kelly Lucas,20.69893915699462,phillipsmith@gmail.com,Biology,2.0829884316427174,2025.9688621777195
3411,Pedro Roth,18.690342582651397,colemary@cochran.net,Physics,3.6128730944450993,2028.29745031007
6865,Patricia Boyer,22.639372088153685,alison62@barrett.com,Mathematics,3.6906206821561325,2029.4359528371613
4462,Antonio Carter,20.084468239834607,salinaschristine@gmail.com,Physics,3.7139092658910915,2024.1322216550655
3943,Mary Harrison,22.121215936992265,fsutton@gmail.com,Physics,3.505667656250596,2028.573786139502
3098,Susan Galvan,21.32595306089803,stephen13@miller.com,Mathematics,2.5186810917398943,2029.0732420552224
9402,Melissa Estrada,20.313143900127255,mikecollins@gmail.com,Physics,2.701049121827344,2026.5376499690774
3033,Connie Cline,20.727396340055616,zanderson@barrera.net,Chemistry,2.0625784130531724,2024.7667899708777
4863,Jeffrey Torres,23.944966893696023,dcontreras@hotmail.com,Biology,3.9069107874676208,2029.9222163762865
7134,Susan Galvan,18.105794778906844,hbrooks@nelson-bennett.info,Mathematics,2.610095427745285,2026.3799553078054
5325,Joanna Logan,22.83285738272066,salvarado@yahoo.com,Computer Science,2.738901272835747,2025.469508750853
8699,Reginald Richardson,21.828149749239927,whitakerjoseph@yahoo.com,Physics,2.4599087317972756,2029.8219214555902
2839,Jeffrey Sosa,22.327410975923016,sherri94@hines.net,Chemistry,3.6997857292315213,2025.9449286952756
4350,Rachel Hill,24.19165169204789,mmelendez@lewis.com,Chemistry,3.5626725954149254,2025.212273539089
9425,James Reyes,22.24862962690519,joseyoung@richardson.net,Mathematics,3.131484427947189,2024.8712401298442
9831,Benjamin Burke,24.18401970764036,kelly96@gmail.com,Physics,3.7973697511881035,2027.0780709304975
8236,Richard Sherman,22.14715685801002,aaron93@yahoo.com,Physics,2.2886136785235465,2024.326549950134
7801,Victor Moss,19.112623317863147,bpowell@gmail.com,Computer Science,2.3714524285970304,2029.9146635760205
1791,Kenneth Morrow,18.9418341309942,mbass@hotmail.com,Physics,3.597173023520341,2026.7388961110157
8098,Stephanie Moore DDS,24.92731715306663,katherine18@hammond.info,Computer Science,3.118986519477307,2025.509105970153
8778,Kevin Bowman,21.220898368728058,jhill@bell.com,Computer Science,3.263586361225777,2029.9756298309273
6088,Connor Fry,21.598340085086843,cassiemcdonald@gmail.com,Biology,3.5190804462603342,2028.8625018933267
3089,Samantha Sellers,19.538127741874355,qcantu@woods.info,Chemistry,3.95810331542629,2028.9258458493464
1194,Alejandra Galloway,24.48806165369351,juan08@yahoo.com,Computer Science,3.6522638120713085,2029.0933230122396
6498,Jonathan Blanchard,20.832434779151495,robin33@knapp.com,Chemistry,3.1605275889109503,2025.768154062715
4739,Jonathan Blanchard,21.174021046450324,teresamitchell@hernandez.net,Mathematics,3.604939701165471,2024.1498696707474
5963,John Gallagher,24.378513437902246,patrick16@yahoo.com,Computer Science,3.410898002949917,2026.2094196328198
4799,Robert Smith,20.64616541059341,ajackson@hotmail.com,Chemistry,3.334993005859605,2026.0250085794105
6331,Jerry Butler,19.354903123860332,alison62@barrett.com,Mathematics,2.3827756045419326,2024.7765782225224
4608,Cynthia Garrett,22.732964281848684,hayesdiane@gmail.com,Mathematics,2.486309737748134,2029.4278651226393
4126,James Mitchell,23.80988057104882,jameslisa@morrison.com,Computer Science,2.705483323569564,2029.749850184027
9911,Shawna Glover,22.84777359822272,kirstenowen@yahoo.com,Physics,2.180585621331276,2024.765846749049
8669,Crystal Fry,19.030401286409088,ajackson@hotmail.com,Computer Science,3.18521348530001,2028.7704860249662
4830,Brandon Garcia,19.468217705346635,shawkaren@smith.net,Computer Science,3.051693688425847,2028.5554862675672
5959,Mary Harrison,24.76324248763777,bakerjeremy@young-jones.info,Biology,3.895768935863794,2028.8609924753277
9837,Kristen Orozco,21.861496002629018,meganlewis@butler-bright.com,Chemistry,2.8990718500123704,2029.350893954693
2000,Shawna Glover,22.375860952576488,whitakerjoseph@yahoo.com,Physics,2.016501222627971,2027.4186536131306
3310,James Mitchell,20.665921532851353,whitakerjoseph@yahoo.com,Biology,3.668904409534149,2025.278435625075
2411,Kimberly Cline,21.003922972309546,stephensbrenda@perez.com,Computer Science,3.5157127634560448,2029.0325277207203
4119,Mitchell Sharp,19.147828847322042,crystal02@schmidt.com,Mathematics,2.192269202919532,2028.0970723968771
9463,Patricia Boyer,21.953717329319698,brandon58@cummings-johnson.biz,Physics,2.263234563600806,2029.7476280741605
8242,Edwin Boyd,24.60702122808864,steelejohn@nguyen.com,Biology,3.04265153544331,2029.4474967902133
9535,Michael Baldwin DDS,19.286408073478515,morrisonlucas@gmail.com,Chemistry,2.174739316471913,2024.3659402067137
7817,Brandon Fletcher,23.96802365363111,chavezryan@smith.com,Computer Science,2.266469951114782,2029.2211416764906
5610,Cindy Johnston,23.678393282302125,teresamoreno@rubio-sanchez.com,Computer Science,3.0526347550846653,2027.264100019548
1165,Dr. Lynn Hoffman,22.58654507215786,salinaschristine@gmail.com,Chemistry,2.4408319662020834,2029.2016376529707
6215,Debra Reilly,22.066592026903308,buckleyandrew@gmail.com,Physics,2.823485499360615,2024.4813244527427
2298,Samantha Sellers,19.193837243913652,jhill@bell.com,Biology,3.081862494336879,2028.9590633748044
9273,Ashley Garcia,24.087636137695867,warrensmith@yahoo.com,Biology,3.3998888812627768,2029.2351928471599
1235,Samantha Sellers,22.676478181551488,uyoder@miller.com,Chemistry,3.190219673832388,2027.040601065843
1985,Jeffrey Sosa,22.293274986426695,blackbrandi@gmail.com,Physics,2.1165026369007363,2025.4696235389172
3288,Donna Reed,18.799126827590293,vbecker@harvey.com,Chemistry,2.6356833567389217,2026.6820676299574
1405,Robert Williams,20.278859844506282,stephensbrenda@perez.com,Mathematics,2.145228945351194,2027.4152728414665
3193,Joanna Rose,21.36610516001494,john53@hotmail.com,Physics,3.1987248587812394,2027.2413011290466
3094,Thomas Barker,22.9865265738181,sherri94@hines.net,Mathematics,2.7247274015235576,2026.9758583681291
1381,Matthew Sherman,20.45302778439462,anamartin@hotmail.com,Chemistry,2.6331815811953323,2026.3374530767792
8180,Ashley Garcia,21.56604759699665,woodmonica@gmail.com,Chemistry,2.5575205765847038,2029.949548800889
4112,Stephanie Mitchell,23.99410755286781,lewisbetty@hotmail.com,Computer Science,2.231104921107863,2024.829728528355
6419,Debra Reilly,24.866761152726582,bakerjeremy@young-jones.info,Physics,2.02132806133302,2024.3056125427106
6374,Jerry Butler,24.77034853194222,mstanley@yahoo.com,Biology,2.8457129480287118,2029.6296997032293
2888,Jeremy Graham,21.986219271255692,zmclean@boyd.net,Physics,2.355662781023014,2027.1803913382923
9316,Rebecca Miller,22.385150589446734,rachel70@hotmail.com,Chemistry,3.4396416775868595,2029.1608876110176
2803,William Le,20.49232235591788,phillipsmith@gmail.com,Physics,3.6247410883342517,2027.133602847608
4941,Stacy Jones,20.061267039253686,uyoder@miller.com,Computer Science,3.562598094200863,2027.1409527909161
2277,Brian Sampson,18.410946854084816,hollydavis@gmail.com,Mathematics,2.2837317167498417,2028.2352318731762
8894,Michael Kim,22.74831697668477,dennisconner@sellers.com,Mathematics,3.044570301644068,2028.6556656818698
8428,Brian Sampson,18.184060959336975,salinaschristine@gmail.com,Physics,3.8901577967341883,2025.6827759547753
4190,Shawna Glover,19.171456493113514,amy78@jackson.com,Mathematics,3.007311229733279,2027.040712976295
6666,Robert Smith,21.863862315939524,brusso@hotmail.com,Computer Science,3.428417582925037,2026.0514675917027
7088,John Gallagher,23.10077660675936,daniel72@long.com,Mathematics,2.6652852752281677,2025.8476586724544
4665,Autumn Nguyen,20.16656360615548,robert13@gmail.com,Mathematics,2.070444227062582,2028.7804304110587
3941,Joe Bernard,23.9260914672167,xharris@hotmail.com,Mathematics,2.126530737335232,2028.3831147297851
8170,Samantha Sellers,20.07892118120271,yflores@brooks.info,Mathematics,3.8918753951120753,2028.3422764940346
